age,dependents,work_experience,monthly_income,annual_income,existing_loans,existing_emi,savings,assets,cibil_score,loan_amount,interest_rate,loan_tenure,dti_ratio,loan_to_income_ratio,gender,marital_status,education,occupation,loan_type,default,gender_enc,marital_enc,education_enc,occupation_enc,loan_type_enc
24,1,14.969951295354747,54470.7,653648.37,0,10198.98,99808.72,404892.46,338,180439.31,7.26,240,0.1872,0.276,Female,Divorced,Graduate,Student,Business Loan,1,0,0,0,4,1
50,2,2.372052013615783,46428.57,557142.86,0,9247.87,835831.24,2301121.19,757,298037.83,8.66,240,0.1992,0.5349,Male,Divorced,Graduate,Government,Business Loan,0,1,0,0,1,1
57,3,10.321885030325955,40183.62,482203.47,1,3358.11,698665.69,2031383.4,663,122972.45,12.45,84,0.0836,0.255,Female,Married,Post Graduate,Self-employed,Home Loan,0,0,1,3,3,4
43,0,14.917049196357704,33867.33,406407.99,0,15517.09,95880.08,344372.03,434,1316767.83,11.24,180,0.4582,3.24,Female,Divorced,PhD,Salaried,Education Loan,1,0,0,2,2,2
59,3,13.407997581201027,30473.36,365680.35,0,13664.01,665913.49,1199174.93,673,277896.15,8.44,48,0.4484,0.7599,Male,Single,Graduate,Government,Business Loan,0,1,2,0,1,1
35,4,13.817556752022021,62786.17,753433.99,1,30897.61,816494.76,1106026.54,531,585914.04,8.8,180,0.4921,0.7777,Female,Divorced,Graduate,Salaried,Home Loan,1,0,0,0,2,4
63,3,26.370691558180617,33363.71,400364.56,0,6713.57,727398.58,1632970.59,338,759780.05,12.72,36,0.2012,1.8977,Male,Single,Graduate,Salaried,Agricultural Loan,0,1,2,0,2,0
49,2,15.158726206959539,34946.14,419353.71,0,14303.72,759625.4,3124742.77,346,232677.93,8.46,24,0.4093,0.5548,Male,Married,Graduate,Business,Home Loan,1,1,1,0,0,4
56,1,28.23140552477691,49907.97,598895.58,0,10354.75,276080.06,560247.93,335,96451.92,9.34,84,0.2075,0.161,Female,Divorced,Post Graduate,Business,Agricultural Loan,0,0,0,3,0,0
33,3,4.431950422922362,41141.66,493699.94,2,9345.3,401266.37,611143.45,394,371174.92,11.65,60,0.2271,0.7518,Male,Divorced,High School,Government,Education Loan,0,1,0,1,1,2
52,4,8.407682625181032,97281.65,1167379.77,3,40371.85,398505.09,747631.58,660,366347.56,10.93,180,0.415,0.3138,Male,Married,Graduate,Government,Home Loan,0,1,1,0,1,4
27,3,19.695473255818012,12621.79,151461.48,2,1119.34,237598.81,882891.42,824,421509.34,10.23,12,0.0887,2.7829,Female,Single,Post Graduate,Government,Education Loan,0,0,2,3,1,2
42,3,8.493677457068443,43475.14,521701.63,3,4789.02,547563.82,1892266.78,445,423375.01,13.3,36,0.1102,0.8115,Male,Divorced,Post Graduate,Salaried,Personal Loan,1,1,0,3,2,5
48,2,10.418282082421547,23780.86,285370.38,1,3742.25,531801.35,1995988.74,667,296849.85,8.54,120,0.1574,1.0402,Female,Single,Post Graduate,Student,Agricultural Loan,0,0,2,3,4,0
22,4,27.03084594022773,20635.09,247621.02,1,8132.07,119455.48,273294.12,364,287785.35,12.19,48,0.3941,1.1622,Female,Divorced,High School,Business,Gold Loan,1,0,0,1,0,3
62,4,16.156775244150992,27605.26,331263.07,3,5143.57,464664.27,2139046.87,527,561385.34,8.11,60,0.1863,1.6947,Male,Married,PhD,Student,Personal Loan,1,1,1,2,4,5
26,1,10.039822678779514,37526.69,450320.26,3,6720.43,891350.67,2502093.93,819,228871.06,11.31,180,0.1791,0.5082,Female,Divorced,Graduate,Self-employed,Agricultural Loan,0,0,0,0,3,0
48,2,23.30135333672738,38539.6,462475.15,4,19246.99,628340.66,1919487.81,854,409929.82,13.09,12,0.4994,0.8864,Female,Single,High School,Business,Personal Loan,0,0,2,1,0,5
48,2,2.119942621506097,14612.26,175347.14,3,2804.14,37725.94,180904.64,480,281991.73,10.21,12,0.1919,1.6082,Female,Divorced,Post Graduate,Self-employed,Personal Loan,1,0,0,3,3,5
64,0,16.90987830618638,26248.12,314977.46,3,3251.76,381483.9,1875797.94,800,560443.77,12.07,120,0.1239,1.7793,Male,Married,High School,Self-employed,Home Loan,0,1,1,1,3,4
64,1,2.99009166439717,42990.44,515885.22,1,13396.11,220815.35,805130.51,896,1073957.55,12.74,240,0.3116,2.0818,Male,Single,PhD,Government,Agricultural Loan,0,1,2,2,1,0
40,1,5.3055240614809795,21457.76,257493.15,1,8603.27,36511.75,174498.9,454,1109591.2,7.95,48,0.4009,4.3092,Male,Married,Post Graduate,Salaried,Agricultural Loan,1,1,1,3,2,0
50,4,1.8733636286850996,18603.96,223247.5,0,647.49,161930.64,512677.19,834,1241005.75,11.94,180,0.0348,5.5589,Female,Single,PhD,Student,Personal Loan,0,0,2,2,4,5
31,4,27.050490863484015,10000.0,120000.0,0,3094.46,71203.94,158722.96,734,338651.14,13.44,120,0.3094,2.8221,Female,Single,PhD,Self-employed,Education Loan,0,0,2,2,3,2
48,1,1.4461337630350957,24393.79,292725.5,1,435.86,466939.39,1055456.45,398,362203.83,11.03,24,0.0179,1.2373,Female,Divorced,Post Graduate,Government,Education Loan,1,0,0,3,1,2
45,2,15.492493438205612,18219.04,218628.48,0,4794.64,174805.36,565628.59,671,160305.74,8.3,60,0.2632,0.7332,Male,Married,Graduate,Salaried,Business Loan,0,1,1,0,2,1
59,0,6.749322059522966,20123.43,241481.2,2,2585.78,359365.32,1229081.33,862,336367.9,7.89,240,0.1285,1.3929,Male,Married,PhD,Business,Business Loan,0,1,1,2,0,1
53,4,11.507659010916829,30850.49,370205.85,2,4730.02,42373.05,116884.7,661,346116.17,8.82,240,0.1533,0.9349,Female,Divorced,Post Graduate,Self-employed,Education Loan,0,0,0,3,3,2
21,0,14.809685540394916,25339.07,304068.82,0,5917.89,33971.56,154063.94,411,270028.26,7.72,36,0.2335,0.888,Female,Single,High School,Government,Business Loan,1,0,2,1,1,1
47,1,13.501804238513257,18038.38,216460.62,0,8361.76,30200.04,81744.99,752,269026.59,10.59,36,0.4636,1.2428,Female,Divorced,High School,Government,Education Loan,0,0,0,1,1,2
33,2,22.442615696153155,10203.59,122443.1,3,3625.68,61683.2,129145.79,468,113759.45,7.49,24,0.3553,0.9291,Male,Married,PhD,Government,Business Loan,1,1,1,2,1,1
61,0,27.356499787683777,43537.89,522454.63,3,20394.14,418038.55,431385.48,883,151216.81,8.56,120,0.4684,0.2894,Male,Single,Post Graduate,Business,Personal Loan,0,1,2,3,0,5
23,3,9.008166422540965,57050.74,684608.88,2,18825.92,854645.96,4172618.4,438,458463.0,10.08,84,0.33,0.6697,Male,Married,PhD,Salaried,Vehicle Loan,1,1,1,2,2,6
59,1,0.7362149146817665,28622.63,343471.58,2,101.72,677669.99,2912119.49,530,472436.51,10.32,60,0.0036,1.3755,Female,Single,Graduate,Student,Business Loan,0,0,2,0,4,1
26,2,26.818363072194977,30962.58,371550.93,3,4111.6,283351.55,981030.61,538,651117.04,10.96,120,0.1328,1.7524,Male,Single,High School,Student,Gold Loan,1,1,2,1,4,3
28,1,29.363521970981825,36376.79,436521.52,3,16474.55,82944.72,358501.11,552,359649.21,11.94,48,0.4529,0.8239,Female,Divorced,Graduate,Self-employed,Vehicle Loan,1,0,0,0,3,6
47,1,13.000535231185935,93645.36,1123744.3,3,30127.84,513429.76,2177536.16,735,446557.47,7.33,60,0.3217,0.3974,Male,Married,PhD,Salaried,Home Loan,0,1,1,2,2,4
29,0,13.673666320476837,14176.99,170123.85,0,6958.4,306940.17,1451029.93,860,1203094.61,7.56,240,0.4908,7.0719,Male,Divorced,Graduate,Self-employed,Agricultural Loan,1,1,0,0,3,0
57,0,4.324683314588249,28319.51,339834.09,1,2208.41,483859.22,1231068.85,721,424080.82,7.43,240,0.078,1.2479,Male,Divorced,Graduate,Student,Agricultural Loan,0,1,0,0,4,0
53,3,14.265703502879552,12923.68,155084.11,2,1917.54,247806.55,797790.64,602,266824.04,9.96,48,0.1484,1.7205,Male,Divorced,PhD,Business,Personal Loan,0,1,0,2,0,5
62,4,9.100477079429215,45134.0,541607.97,4,8177.55,174030.77,242688.02,371,170628.11,7.29,84,0.1812,0.315,Female,Married,PhD,Salaried,Vehicle Loan,1,0,1,2,2,6
64,3,29.831402026084085,33310.4,399724.81,3,5438.89,136729.23,664676.55,562,837338.67,12.22,24,0.1633,2.0948,Female,Married,PhD,Salaried,Personal Loan,1,0,1,2,2,5
44,2,5.545438926199315,41019.19,492230.27,0,5168.24,146916.71,725843.24,521,113246.95,8.56,36,0.126,0.2301,Female,Single,Graduate,Self-employed,Education Loan,1,0,2,0,3,2
35,2,11.357601960373739,39810.0,477720.06,2,8827.19,824659.9,3427564.46,376,226220.42,13.57,240,0.2217,0.4735,Male,Single,Post Graduate,Self-employed,Home Loan,0,1,2,3,3,4
52,1,18.495059459958114,65803.28,789639.35,3,21132.66,383584.09,1080358.44,361,618383.11,10.4,84,0.3211,0.7831,Female,Single,Post Graduate,Business,Vehicle Loan,1,0,2,3,0,6
52,0,10.353706554671955,50155.32,601863.79,0,7805.59,792077.32,2365354.38,770,96255.12,10.12,180,0.1556,0.1599,Male,Single,Post Graduate,Salaried,Gold Loan,0,1,2,3,2,3
44,1,14.232706171560817,59772.73,717272.73,2,2381.94,769384.17,2109241.89,456,270632.25,12.46,60,0.0398,0.3773,Female,Divorced,Graduate,Student,Education Loan,0,0,0,0,4,2
61,4,29.20450899722629,19161.9,229942.79,2,6788.41,259087.43,563059.83,424,490575.27,11.99,24,0.3543,2.1335,Female,Single,High School,Student,Business Loan,1,0,2,1,4,1
32,1,15.242141281523946,74302.7,891632.36,4,17053.08,408294.3,1270271.19,460,325569.06,11.25,120,0.2295,0.3651,Male,Married,High School,Government,Agricultural Loan,1,1,1,1,1,0
59,2,27.309613154214528,23542.97,282515.59,4,6550.62,367521.24,446090.03,840,201561.31,13.55,84,0.2782,0.7135,Female,Single,PhD,Student,Education Loan,0,0,2,2,4,2
22,2,1.2924860623583834,24369.27,292431.26,2,5548.89,48526.83,241059.37,890,275197.57,9.96,24,0.2277,0.9411,Male,Married,Post Graduate,Government,Business Loan,0,1,1,3,1,1
23,3,3.5945503170550728,42723.55,512682.59,0,19019.62,1018950.76,2747295.6,834,850506.61,12.66,84,0.4452,1.6589,Female,Divorced,High School,Government,Business Loan,0,0,0,1,1,1
57,1,28.335347842593517,43527.62,522331.44,3,12160.42,70316.9,331155.1,405,1914758.21,9.66,180,0.2794,3.6658,Male,Divorced,Post Graduate,Self-employed,Home Loan,1,1,0,3,3,4
37,0,3.861933350642844,19089.35,229072.21,3,8812.38,41110.83,160212.45,430,494642.69,12.87,12,0.4616,2.1593,Male,Married,Graduate,Student,Business Loan,1,1,1,0,4,1
22,4,22.096535861731134,32729.51,392754.13,2,8355.44,277117.19,598509.86,656,90162.78,8.82,48,0.2553,0.2296,Female,Divorced,PhD,Government,Education Loan,0,0,0,2,1,2
22,4,13.380108124564483,88693.44,1064321.26,3,12975.33,1785166.82,3370770.69,301,696958.97,9.02,12,0.1463,0.6548,Female,Married,PhD,Student,Agricultural Loan,1,0,1,2,4,0
48,0,12.202449875998658,15047.97,180575.58,4,2674.34,104061.97,518509.78,532,322188.86,11.75,24,0.1777,1.7842,Male,Married,PhD,Student,Education Loan,1,1,1,2,4,2
43,4,19.77660792828236,88533.08,1062396.96,3,23112.86,1049515.87,4290951.31,668,184178.69,8.49,12,0.2611,0.1734,Male,Married,PhD,Student,Business Loan,0,1,1,2,4,1
57,0,21.828024757764837,31413.12,376957.44,1,8324.31,44401.77,88743.42,550,233230.28,8.6,84,0.265,0.6187,Male,Divorced,PhD,Business,Vehicle Loan,1,1,0,2,0,6
52,0,27.959078408571184,10000.0,120000.0,4,3436.69,28142.24,35734.46,407,241293.21,9.14,84,0.3437,2.0108,Female,Single,PhD,Government,Education Loan,1,0,2,2,1,2
53,3,7.706564666255834,15993.87,191926.47,4,1795.27,239639.7,907675.17,575,143103.28,11.75,12,0.1122,0.7456,Female,Divorced,PhD,Student,Agricultural Loan,1,0,0,2,4,0
21,1,20.942411329842496,20371.93,244463.22,2,6710.95,111439.47,246511.44,479,420645.19,13.23,48,0.3294,1.7207,Female,Divorced,Post Graduate,Self-employed,Home Loan,1,0,0,3,3,4
39,2,10.268574530179732,24975.3,299703.54,2,9722.73,423777.18,798956.98,592,1909815.96,11.72,48,0.3893,6.3724,Male,Divorced,High School,Business,Business Loan,1,1,0,1,0,1
22,2,21.528292346489323,34104.07,409248.85,3,11537.27,650159.91,2561467.29,883,183624.3,12.79,180,0.3383,0.4487,Male,Divorced,Post Graduate,Government,Personal Loan,0,1,0,3,1,5
64,1,4.263483777611315,10000.0,120000.0,3,2409.14,205576.87,764138.52,474,1863333.45,10.8,84,0.2409,15.5278,Male,Divorced,Post Graduate,Salaried,Home Loan,1,1,0,3,2,4
46,4,13.726276491915883,40622.71,487472.56,2,20142.38,165634.43,484588.5,422,522559.09,7.48,24,0.4958,1.072,Female,Single,High School,Government,Agricultural Loan,1,0,2,1,1,0
52,0,5.508891830289704,19282.35,231388.26,0,3902.88,221297.74,1055728.23,526,410726.23,7.7,60,0.2024,1.7751,Female,Single,Post Graduate,Business,Home Loan,1,0,2,3,0,4
26,2,10.093386893180318,83643.04,1003716.52,3,4457.78,1905628.87,7086182.84,743,341954.19,10.88,48,0.0533,0.3407,Male,Married,PhD,Self-employed,Personal Loan,0,1,1,2,3,5
52,3,21.46888222387416,30880.93,370571.1,0,12684.41,579261.97,2649357.88,727,232137.39,9.29,48,0.4108,0.6264,Male,Single,Post Graduate,Business,Vehicle Loan,0,1,2,3,0,6
24,4,7.000495484278964,63940.47,767285.59,4,6784.12,235945.99,415786.81,382,558763.78,8.54,180,0.1061,0.7282,Male,Divorced,PhD,Student,Gold Loan,1,1,0,2,4,3
31,3,20.546517114509633,70700.6,848407.24,1,25214.86,887823.23,1941299.74,364,671710.85,10.26,60,0.3566,0.7917,Female,Married,High School,Business,Agricultural Loan,1,0,1,1,0,0
37,2,14.878205821424608,69561.32,834735.84,0,6224.91,1545287.57,2191342.22,580,63569.28,11.67,36,0.0895,0.0762,Female,Divorced,Post Graduate,Salaried,Business Loan,0,0,0,3,2,1
58,1,2.761096711698392,25852.33,310227.94,3,218.16,287500.97,637769.14,690,3383531.93,9.69,48,0.0084,10.9066,Female,Married,Graduate,Salaried,Business Loan,0,0,1,0,2,1
44,1,11.600840556484021,25654.64,307855.73,2,2049.79,519778.62,2540217.01,727,103902.78,12.62,12,0.0799,0.3375,Female,Divorced,Post Graduate,Student,Gold Loan,0,0,0,3,4,3
25,3,26.07618608880755,31729.94,380759.29,2,5980.91,393591.06,1909477.48,406,291308.16,12.17,84,0.1885,0.7651,Female,Married,High School,Student,Home Loan,0,0,1,1,4,4
54,4,29.678726938690414,53196.21,638354.52,1,2835.84,183881.67,743166.11,847,57146.29,12.14,48,0.0533,0.0895,Male,Married,Graduate,Salaried,Vehicle Loan,0,1,1,0,2,6
26,2,11.06763291953275,26731.1,320773.16,1,2642.09,117634.56,362807.68,561,357064.82,13.9,84,0.0988,1.1131,Male,Single,PhD,Self-employed,Agricultural Loan,0,1,2,2,3,0
42,0,1.6462419365609338,33807.65,405691.85,4,12925.11,70101.6,289037.26,458,305843.53,9.07,24,0.3823,0.7539,Male,Married,Graduate,Business,Agricultural Loan,1,1,1,0,0,0
31,1,3.9056332291832385,42794.13,513529.59,0,16473.25,235035.61,755392.17,564,293797.29,11.51,60,0.3849,0.5721,Female,Single,PhD,Salaried,Vehicle Loan,0,0,2,2,2,6
36,3,23.644452418333177,21100.77,253209.25,1,8624.82,454787.53,461170.03,767,564370.9,12.99,240,0.4087,2.2289,Female,Single,High School,Student,Vehicle Loan,0,0,2,1,4,6
53,2,19.673612195690353,20315.41,243784.93,4,8544.21,324123.34,974375.79,501,364015.1,11.06,180,0.4206,1.4932,Female,Single,PhD,Student,Vehicle Loan,1,0,2,2,4,6
29,4,8.550359976655239,33025.71,396308.54,4,6942.6,594255.06,2017908.2,454,680603.4,12.53,36,0.2102,1.7174,Female,Married,High School,Self-employed,Home Loan,1,0,1,1,3,4
26,0,11.73895688122241,35757.21,429086.56,4,15510.58,547021.48,1128501.72,312,164412.76,9.9,12,0.4338,0.3832,Male,Single,Post Graduate,Government,Business Loan,1,1,2,3,1,1
36,0,24.334506937367156,47114.27,565371.29,3,12389.57,465979.19,844901.47,596,470667.24,11.13,36,0.263,0.8325,Female,Single,Graduate,Student,Education Loan,1,0,2,0,4,2
49,1,12.393298408736046,54346.31,652155.69,1,12787.61,325415.15,681821.65,797,266906.91,7.39,180,0.2353,0.4093,Male,Married,Graduate,Self-employed,Business Loan,0,1,1,0,3,1
23,0,22.673196355082823,18780.27,225363.28,2,6747.15,418596.06,1462788.52,896,328972.17,13.9,36,0.3593,1.4597,Female,Married,Graduate,Salaried,Gold Loan,0,0,1,0,2,3
40,2,8.856171041506975,22309.08,267708.96,4,2385.05,286472.79,453846.37,544,549233.48,12.6,60,0.1069,2.0516,Male,Divorced,PhD,Government,Gold Loan,1,1,0,2,1,3
56,1,21.74435395784931,20283.21,243398.5,2,8006.77,244722.93,949846.35,599,295538.8,13.08,24,0.3947,1.2142,Female,Divorced,High School,Salaried,Business Loan,1,0,0,1,2,1
39,1,13.99192329316303,84750.63,1017007.54,3,18198.75,2026420.92,5452489.32,661,406714.77,11.86,12,0.2147,0.3999,Male,Married,Post Graduate,Self-employed,Personal Loan,0,1,1,3,3,5
46,1,16.360628449812147,33787.21,405446.54,0,2150.48,332141.46,801587.34,653,175712.37,8.3,60,0.0636,0.4334,Female,Single,High School,Salaried,Agricultural Loan,0,0,2,1,2,0
23,2,17.961993370511095,36668.65,440023.86,3,2187.5,757020.06,3201381.19,820,1062791.81,7.22,60,0.0597,2.4153,Male,Married,Graduate,Business,Home Loan,0,1,1,0,0,4
39,3,13.51724083499117,37596.44,451157.27,3,3099.95,783280.95,2368839.77,685,792347.41,13.05,84,0.0825,1.7563,Male,Married,PhD,Self-employed,Gold Loan,0,1,1,2,3,3
40,0,13.98406859091584,23637.7,283652.35,1,10525.54,150132.81,377374.17,611,479254.4,9.77,24,0.4453,1.6896,Male,Divorced,Post Graduate,Government,Agricultural Loan,0,1,0,3,1,0
52,0,7.971258620778721,92833.39,1114000.74,4,45996.06,295332.08,1332721.11,713,364350.64,8.85,240,0.4955,0.3271,Female,Divorced,Post Graduate,Student,Home Loan,0,0,0,3,4,4
27,3,29.572931343317013,46472.5,557669.99,3,8294.73,1089281.11,2693799.29,577,406973.24,10.93,24,0.1785,0.7298,Male,Married,PhD,Salaried,Business Loan,1,1,1,2,2,1
61,1,27.17445168146366,37188.48,446261.76,4,5432.19,401472.99,1780934.65,892,1044677.41,9.95,24,0.1461,2.341,Male,Single,High School,Self-employed,Home Loan,0,1,2,1,3,4
53,4,15.821484828563563,18710.61,224527.35,2,2046.67,19666.11,59328.63,655,748693.12,11.56,60,0.1094,3.3345,Male,Married,PhD,Salaried,Business Loan,0,1,1,2,2,1
60,2,1.0388823766946864,18085.04,217020.51,0,7449.38,225654.5,413405.44,824,1058830.4,10.39,240,0.4119,4.8789,Female,Married,Graduate,Self-employed,Vehicle Loan,0,0,1,0,3,6
59,1,5.052839125649652,30171.57,362058.88,0,3156.06,459932.7,1587353.19,315,336545.0,11.88,48,0.1046,0.9295,Female,Divorced,Graduate,Self-employed,Personal Loan,0,0,0,0,3,5
38,1,25.618056343083307,23861.1,286333.24,2,11024.9,449782.5,963116.62,344,651295.95,12.97,84,0.462,2.2746,Female,Single,Graduate,Government,Home Loan,1,0,2,0,1,4
60,1,27.924362192392913,19139.96,229679.48,1,6386.53,434240.99,689844.16,620,1145027.47,8.37,24,0.3337,4.9853,Female,Divorced,Post Graduate,Salaried,Business Loan,0,0,0,3,2,1
21,0,4.8387631372332995,29068.93,348827.16,2,13039.27,640938.64,862778.72,625,210888.19,9.31,48,0.4486,0.6046,Female,Single,Graduate,Salaried,Gold Loan,0,0,2,0,2,3
31,0,22.035559690703884,31893.04,382716.52,2,8834.53,721520.27,1419078.37,447,200539.34,10.06,240,0.277,0.524,Female,Married,High School,Self-employed,Gold Loan,1,0,1,1,3,3
48,4,18.690699287280893,39540.12,474481.5,1,13654.78,68755.47,271324.11,654,551371.23,13.73,24,0.3453,1.1621,Male,Married,Post Graduate,Business,Agricultural Loan,0,1,1,3,0,0
45,2,9.101549098533676,26839.99,322079.91,1,8313.13,466232.28,2029041.43,535,164727.27,9.56,12,0.3097,0.5114,Female,Single,High School,Student,Personal Loan,0,0,2,1,4,5
43,1,13.082742108801785,19839.69,238076.24,3,8245.33,122901.56,546528.92,404,103501.36,9.67,48,0.4156,0.4347,Female,Single,Post Graduate,Student,Home Loan,1,0,2,3,4,4
51,0,20.318082821265687,20256.83,243082.0,4,8465.95,107638.97,223952.91,773,1132249.12,11.57,48,0.4179,4.6579,Female,Married,High School,Business,Vehicle Loan,1,0,1,1,0,6
50,3,3.0388774140837373,75190.76,902289.13,0,22173.49,1459251.68,5317355.14,695,1301618.2,9.93,12,0.2949,1.4426,Female,Single,Graduate,Government,Personal Loan,0,0,2,0,1,5
62,0,5.6712795577799335,17136.15,205633.77,1,5419.37,181540.05,348814.0,745,172126.4,13.66,48,0.3163,0.8371,Female,Married,Post Graduate,Business,Home Loan,0,0,1,3,0,4
55,1,0.9994491680727524,45157.4,541888.77,1,20814.76,997156.69,3481122.32,519,140703.57,13.26,36,0.4609,0.2597,Male,Single,High School,Business,Personal Loan,1,1,2,1,0,5
27,1,27.0660517623993,49599.09,595189.1,3,23060.27,98008.16,445823.81,741,262353.53,10.59,24,0.4649,0.4408,Female,Divorced,Post Graduate,Government,Vehicle Loan,0,0,0,3,1,6
36,0,17.21688568606264,33766.85,405202.15,3,11214.81,656770.53,764201.59,327,1205309.19,11.51,48,0.3321,2.9746,Male,Single,Post Graduate,Self-employed,Education Loan,1,1,2,3,3,2
46,3,15.702823074261689,104893.14,1258717.73,4,406.69,435011.95,2149351.71,774,318510.03,7.41,180,0.0039,0.253,Female,Divorced,Graduate,Salaried,Agricultural Loan,0,0,0,0,2,0
22,3,21.187219218495194,49071.39,588856.64,1,2561.8,248363.82,1070038.62,604,477231.04,11.87,120,0.0522,0.8104,Male,Divorced,Post Graduate,Student,Education Loan,0,1,0,3,4,2
21,1,29.65050671056402,109726.02,1316712.26,1,47069.31,1314417.83,5318986.91,704,573743.32,11.95,240,0.429,0.4357,Female,Divorced,PhD,Student,Education Loan,0,0,0,2,4,2
32,0,5.167118653115813,24571.97,294863.63,3,1040.8,248141.72,934365.61,812,508427.67,9.51,180,0.0424,1.7243,Female,Divorced,High School,Student,Vehicle Loan,0,0,0,1,4,6
25,2,3.993180525920236,24825.65,297907.82,2,2650.38,302425.18,1234226.04,801,1461913.74,8.54,12,0.1068,4.9073,Female,Divorced,PhD,Business,Vehicle Loan,0,0,0,2,0,6
57,2,8.843725947298942,49837.47,598049.58,4,5744.93,1127353.87,5612397.55,647,248721.03,13.41,24,0.1153,0.4159,Female,Divorced,Post Graduate,Self-employed,Agricultural Loan,0,0,0,3,3,0
52,1,27.118324793101184,31042.75,372513.02,1,9316.47,500407.46,2042045.36,539,407678.68,9.99,24,0.3001,1.0944,Male,Divorced,High School,Self-employed,Personal Loan,0,1,0,1,3,5
29,3,12.34381834322584,99847.5,1198169.94,0,28787.67,766540.78,1844606.15,869,532820.87,11.58,180,0.2883,0.4447,Male,Single,PhD,Business,Business Loan,0,1,2,2,0,1
61,2,23.804902744116287,44579.09,534949.1,0,6450.99,221865.7,766698.5,636,425407.77,7.23,48,0.1447,0.7952,Male,Single,PhD,Government,Gold Loan,0,1,2,2,1,3
55,0,6.087844796025717,19404.41,232852.88,3,2014.29,206871.63,485670.88,325,166828.07,9.9,240,0.1038,0.7165,Female,Divorced,Graduate,Government,Vehicle Loan,1,0,0,0,1,6
39,4,14.808163270803687,12809.09,153709.05,0,4896.48,145866.6,711867.21,708,136212.52,12.72,24,0.3823,0.8862,Female,Divorced,PhD,Self-employed,Vehicle Loan,0,0,0,2,3,6
36,4,3.824116174393807,34650.13,415801.6,3,16206.84,513853.55,2364013.55,376,133949.5,9.71,48,0.4677,0.3221,Female,Divorced,Post Graduate,Business,Education Loan,1,0,0,3,0,2
